original_message,encoded_message,algorithm,error,probability,decoded_message
anbbgzgsueftwikzqqjynaegorccnedztsscdqkdnpnwsuafxzkagxkuhgrzinejhlzfjhhlaouuvwyxhrnivaqbgczqmvmf,F0110000101101110011000100110001001100111011110100110011101110011011101010110010101100110011101000111011101101001011010110111101001110001011100010110101001111001011011100110000101100101010001110110111101110010011000110110001101101110011001010110010101111010011101000111001101110011011000110110010001110001011010110110010001101110011100000110111001110111011100110111010101100001011001100111100001111010011010110110000101100111011110000110101111110101011010000110011101110010011110100110100101101110011001010110101001101000011011000111101001100110011010100110100001101000011011000110000101101111011101010111010101110110001101110111100101111000011010010111001001101110011010010111011001100001011100010110001001100111011000110111101001110001011011010111111001101101011001105032,Fletcher,True,0.01,anbbgzgsueftwikzqqjynaeGorccneeztsscdqkdnpnwsuafxzkagxkõhgrzinejhlzfjhhlaouuv7yxirnivaqbgczqm~mf
twgtontcosgeilwhmrlxtiyojhcfltdxwpmidpapvryydktdzcxhnldyblmqan,F01110100011101110110011101011100011011110110111001110100011000110110111101110011011001110110010101101001011011000111011101101000011011010111001001101100010110000111010001101001011110010110111100101010011010000110001101100110011011000111010001100100011110000111011101110000011011010110100101100100011100000110000101100000011101100111001001111001011110010110010001101011011101000110010001111010011000110111100001101000011011100110110001100100011110010110001001101100011011010111000101100001011011109864,Fletcher,True,0.013333333333333334,twg\ontcosgeilwhmrlXtiyo*hcfltdxwpmidpa`vryydktdzcxhnldyblmqan
umgirfuvfwodaa,F01110101011011010110011101101001011100100110011001110101011101100110011101110111011011110110010001100001011000010553,Fletcher,True,0.013333333333333334,umgirfuvgwodaa
dcvzaizpggrvaqiimzpvrzpvacltykychvbbzkb,H110011000100011100011011101100101110100110000101101001011110100011100000110011101100111011100100111011001100001011100010110100100110100101101101011110100110000001110110011101100111101011110000011101100110000101100001011011000111010001111001011010110111100010110001101101000011101100110001001100010001110100110101101100010,Hamming,True,0.01,dcözaizpggrvaqiimz`vvzðvaaltykychvbb:kc
zvdpaqfneiwpsllgjibqwkrcsgmupgtxcugdvmztoscwelslhafwmipfndjvkpndguwflycq,H1000111110100111101100110010001111000001100001011100010110011001110111001100101011010010111011101110000011100110110110001101100001100111011010100100100101100010011100010111011101101011011100100110001101110011011001110110110101110101011100000110011101110101001111000011000110111010101100111011001000111011001101101010110100111010001101111011100110110001101110111011001010110110001110011010011000110100001000001011001100111011101101101011010010111000001100110011011100110010001101010011101100110101101110000011011110011001000110011101110101011101110110011001101100111110010110001101110001,Hamming,True,0.013333333333333334,zvdpaqfneiwpsllgjIbqwkrcsgmupgtxcugdvmZtoscwelsLhAfwmipnndjvkpndguwflùcp
naltlziomljtcdwroenytdqvtijhvsfwiwdxskqszccudhzwggvtjrdapktbosm,F01101110011000010110110001110100011011000111101001101001011011110110110101101100011010100111010001100011011001000111011101110010011011110110010101101110011110010111010001100100011100010111011001110100011010010110101001101000011101100111001101100110011101110110100101110111011001000111100001110011011010110111010101110001011110100110001101100011011101010110010001101000011110100111011101100111011001110111011001110100011010100111001001100100011000010111000001101011011101000110001001101111011100110110110171f2,Fletcher,True,0.013333333333333334,naltlziomljtcdwroenytdqvtijhvsfwiwdxskuqzccudhzwggvtjrdapktbosm
znkeszwscxakjvrjeozwibwcuevsgudvmhnhpcivlxicdloalkvngmuighteaqlxdamnwphlwazzzmvopaapvqedcfjott,F011110100110111001101011011001010111001101111010011101110111001101100011011110000110000101101011011010100111011001110010011010100110010101101111011110100111011100101001011000100111011101100011011101010110010101110110011100110110011101110101011001000111011001101101011010000110111001101000011100000111001101101001011101100110110001111000011010010110001101100100011011000110101101100001011010000110101101110110011011100110011101101100011101010110100101100111011010000111010001100101011000010111000101101100011110000110010001100001011011010110111001110111011100000110100001101100011101110110000101111010011110100111101001101101011101100110111101110000011000010110000101110000011101100111000101100101011001000110001101100110011010100110111101110100011101005826,Fletcher,True,0.04,znkeszwscxakjvrjeozw)bwcuevsgudvmhnhpsivlxicdlkahkvngluighteaqlxdamnwphlwazzzmvopaapvqedcfjott
fqsgrpqifrljipjeejwvfmezqnlaofhqdrteouijdfyjsursse,F0110011001110001011100110110011101110010011100000111000101101001011001100111001001101100011010100110100101110000011011100110010101100101011010100111011101110110011001100110110101100101011110100111000101101110011011000110000101101111011001100110100001110001011001000111001001110100011001010110111101110101011010010110101001100100011001100111100101101010011100110111010101100010001100110111001101100101be20,Fletcher,True,0.04,fqsgrpqifrljipneejwvfmezqnlaofhqdrteouijdfyjsub3se
cvycmibjonexucbxtjpikxcppfekarzhvufilhzvdxkcdrabavbusydfwt,H10011101001101111011001111001011100011011011010110100101100010001101010011011110110111001100101011110000111010101100011011000100011110000111010001101010011100000110100101101011011110000110001101110000011100000110011011100101011010110110000101110010011110100011010000111011001110101011001100110100101101100011010000111101001110110011001000111100001101011011000110110010001110010011000010110001001100001011101100110001001110101011100110111100101100100011001100111011101110100,Hamming,True,0.04,cvycmibjonexucbxtjpikxcppfekarzhvufilhzvdxkcdrabavbusydfwt
hxmgnxrtvqvzpnduhfdyaatasmxwnt,F01101000011110000110110101100111011011100111100001110010011101000111011001110001011101100111101001110000011011100110010001110101011010000110011001100100011110010110000101100001011101100010000101110011011011010111100001110111011011100111010046ab,Fletcher,True,0.013333333333333334,hxmgnxrtvqvzpnduhfdyaav!smxwnt
kokxlxeodc,F01101011011011110110101101111000011011000111100001100101011011110110010001100011683c,Fletcher,False,0.013333333333333334,kokxlxeodc
xvnwgeziupjqiihjoijopwmnybgsbnfiikczsfejmgbiahtryryiaflidkwerkojopzeizjeawxpycbjjuajtehxiujp,H10001110100001101011001101110011110111011001110110010101111010001101001011101010111000001101010011100010110100101101001011010001011000100110111101101001011010100110111101110000011101110110110101101110011110010110001001100111011100110110001001101110011001100011010010110100101101011011000110111101001110011011001100110010100101010011011010110011101100010011010010110000101101000011101000111001001111001011100100111100101101001011000010110011001101100011010010110010001101011010101110110010101110010011010110110100110110101001101111011100000111111001100101011010010111101001101010011001010110000101110011011110000111000001111001011000110110001001101010011010100111010101100001011010100111010001100101011010000111100001101001011101010110101001110000,Hamming,True,0.04,xvnwgeziupjqiihboijopwmnybgsbnfiikczsfe*mgbiahtryriiaflidkWerkkjop~eizjeasxpycbjjuajtehxiujp
lgmsinvcgsahqrdnokrhwmzacsdwwxhumgucqqmtauewipt,F0110110001100111011011010111001101101001011011100111011001100011011001110111001101100001011010000111000101110010011001000110111001101111011010110111001001101000011101010110110101111010011000010110001101110011011001000111011101110111011110000110100001110101011011010110011101110101011000110011000101110001011011010111010001100001011101110110010101110111011010010111000001110100bc96,Fletcher,True,0.02,lgmsinvcgsahqrdnokrhumzacsdwwxhumguc1qmtawewipt
kmunnqtjrijfcvosewlrbgepldqbilnahfdtjsxbnsiexdiym,H00001100101101100110101110101010101110011011100111000101110100011101010011100100110100101101010011001101110001101110110011011110011100110110010101110111011111000111001001100010011001110110010101110000011011000110010001110001011000100110100101101100011011100011000010110100001100110011001000111010001101010011100110111100001000010011011100111001101101001011001010111100001100100011010010111100101101101,Hamming,True,0.013333333333333334,kmuNnqtjrijfãvosew|rbgepldqbilnahfdtjsxBnsiexdiyl
fsfgltrvrmjaqyztuamdbnhoatwjgusluunnmixcejtomhwubisqomikkzlozbxtsneu,F01100110011100110110011001100111011011000111010001110010011101100111001001101101011010100110000101110001011110010111101001110100011101010110000101101101011001000110001001101110011010000110111101100001011101000111011101101010011001110111010101110011011011000111010101110101011011100110111001101101011010110111100001100010011001010110101001110100011011110110110101101000011001110111010101100010011010010111001101110001011011110110110101101001011010110110101101111010011011000110111101111010011000100111100001110100011100110110111011100101011101017c96,Fletcher,True,0.02,fsfgltrvrmjaqyztuamdbnhoatwjgusluunnmkxbejtomhgubisqomikkzlozbxtsnåu
zajdqzjcmidxjycrzgtprhrjsohjruhgpfgqlonjdfpgslrxpalfupcyenjmgpmfxdcddcntfqbrv,F0111101001100001011010100110010001110001011110100110101001100011011011011110100101100100011110000110101001111001011000110111001001111010011001110111010001110000011100100110100001110010011010100111001101101111011010000110101001110010011101010110100001100111011100000110011001100111011100010110110001101111011011100110101001100101011001100111000001100111011100110110110001110010011110000101100001100001011011000110011001110101011100000110001101101001011001010110111001101010011011010110011101110100011011010110011001111000011001000110001101100100011001000110001101101110011101000110011001110001011000100111001001110110a030,Fletcher,True,0.04,zajdqzjcmédxjycrzgtprhrjsohjruhgpfgqlonjefpgslrxXalfupcienjmgtmfxdcddcntfqbrv
wgcrtzxivgiokdmsoaiytpwfrpefsgfjpmgxjbxnjvqtdfnehrdwukgwaievwctpogptdmhaunwqjbcgzfvgqaqovoe,H110011100111011100111011000110101100110111010001111010011110000011010010111011001100111011010010111111001101011011001000110110110111001111101111011000010110100101111001011101000111000001110111011001100111001001110000011001010110011001110011011001100110011100110101001110000011011010110011101111000011010100110001001111000011011110110100001110010011100010111010001100100011001100110111001100101011010000111001001100110011101110111010101101011011001110111011100100001011010010110010101110110011101110110001101110101001110000011011110110011101110000011101000110010001111101011010000110000101111101011011100111011101110001011010100110001001100011011001110110101001100110011101100110011101110001011000011111000101101111011101100110111101100101,Hamming,True,0.02,wgcstzxivgi~kdmsïaiytpwfrpefsffjpmgxjbxohrqtdfnehrfwukgw!hevwcvpogptd}ha}nwqjbcgjfvgqañovod
hlevlotamlegwckotgvbxebdiwxyovkzuqy,F0110100001101100011001010111011001101100011011110111010001100000011011010110110001100101011001110111011101100011011010110110111101110100011001110111010001101010011110000110010101100010001001000110100101110111011110000111100101101111011101100110101101111010011101010111000101111001a952,Fletcher,True,0.01,hlevlot`mlegwckotgtjxeb$iwxyovkzuqy
yznfpsnmqtvddorrjtqgqzdssogpumghclsqlbbedecsotsflpctdokltemcepucngvdbrzkdlcdrwqclwvkppxp,F0111100101111010011011100110011001110000011100110110111001101101011100010111010001110110011001000110010001101111011100100111001001101010011101000111000101100111011100010111101001100100011100110111001101101111011001110111000001110101001011010110011101101000011000110110110001110011011100010110110001100010011000100110010101100100011001010110001101110011011011110111010001110011011001100110110001100000011000110111010001100100011011110110101101101100011101000110010101101101011000110110010101110000011101010110001101101110011001110111011001100100011000100111001001111010011010110110011001101100011000110110010001110010011101110111000101100011011011000111011101110110011010110111000001110000011110000111000023fa,Fletcher,True,0.01,yznfpsnmqtvddorrjtqgqzdssogpu-ghclsqlbbedecsotsfl`ctdokltemcepucngvdbrzkflcdrwqclwvkppxp
zwqmxbmexvdzzlwtiwonfgszcestdchdrsslaycdowwcrrihmvcvrdarwpbyftjwgrhcockrkgrvwpzvtqyxcaokamunvqdpill,F0111101001110111011100010110110101111000011001100110110101100101011110000111011001100100011110100111101001101100011101110111010001101001011101110110111101101110011001100110011101110011011110100110001101100101011100110111010001100100011000110110100001100100011100100111001101110011011011000110000101111001011000110110010001101111011101110111011101100011011100100111001001101001011010000110110101110110011000110111011001110010011001000110000101110010011101110111000001100010011110010110011001110100011010100111011101100111011100100110100001100111011011110110001101101011011100100110101101100101011100100111011001110111011100000111101001111110011101000111000101111001011110000110001101100001011011110110101101100001011011010111010101101110011101100111000101100100011100000110100101101100011011004ec7,Fletcher,True,0.04,zwqmxfmexvdzzlwtiwonfgszcestdchdrsslaycdowwcrrihmvcvrdarwpbyftjwgrhgockrkervwpz~tqyxcaokamunvqdpill
